#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)
      0.373263889       8.9583333     239.0851     242.6602      149.6756      589.3747 -23.52888   72.28359   0.032615118  303.7025572    5.8434e-03
      0.373842593       8.9722222     228.5860     232.4345      149.6744      589.3697 -22.50548   75.59362   0.032614848  307.1001347    7.7291e-03
      0.374421296       8.9861111     218.5261     222.6582      149.6730      589.3629 -21.40316   78.86109   0.032614465  310.5078579    1.0186e-02
      0.375000000       9.0000000     208.9453     213.3674      149.6715      589.3537 -20.22655   82.08531   0.032613927  313.9252555    1.3365e-02
      0.375578704       9.0138889     199.8822     204.5964      149.6696      589.3413 -18.98050   85.26638   0.032613181  317.3518113    1.7445e-02
      0.376157407       9.0277778     191.3738     196.3781      149.6676      589.3250 -17.66997   88.40506   0.032612160  320.7869676    2.2641e-02
      0.376736111       9.0416667     183.4554     188.7434      149.6654      589.3034 -16.30009   91.50279   0.032610778  324.2301299    2.9199e-02
      0.377314815       9.0555556     176.1600     181.7213      149.6631      589.2751 -14.87603   94.56157   0.032608929  327.6806727    3.7391e-02
      0.377893519       9.0694444     169.5186     175.3384      149.6607      589.2385 -13.40303   97.58390   0.032606488  331.1379494    4.7486e-02
      0.378472222       9.0833333     163.5595     169.6193      149.6582      589.1916 -11.88636  100.57270   0.032603308  334.6013028    5.9704e-02
      0.379050926       9.0972222     158.3084     164.5861      149.6559      589.1323 -10.33130  103.53127   0.032599231  338.0700805    7.4129e-02
      0.379629630       9.1111111     153.7882     160.2580      149.6539      589.0586  -8.74316  106.46321   0.032594101  341.5436503    9.0578e-02
      0.380208333       9.1250000     150.0185     156.6520      149.6521      588.9688  -7.12720  109.37239   0.032587789  345.0214140    1.0844e-01
      0.380787037       9.1388889     147.0159     153.7819      149.6508      588.8620  -5.48871  112.26285   0.032580226  348.5028123    1.2665e-01
      0.381365741       9.1527778     144.7936     151.6588      149.6500      588.7390  -3.83295  115.13881   0.032571461  351.9873194    1.4325e-01
      0.381944444       9.1666667     143.3611     150.2908      149.6496      588.6023  -2.16518  118.00459   0.032561683  355.4744071    1.5614e-01
      0.382523148       9.1805556     142.7247     149.6832      149.6495      588.4567  -0.49065  120.86460   0.032551240  358.9634939    1.6324e-01
      0.383101852       9.1944444     142.8871     149.8380      149.6495      588.3084   1.18542  123.72330   0.032540596    2.4538895    1.6322e-01
      0.383680556       9.2083333     143.8471     150.7544      149.6494      588.1642   2.85777  126.58514   0.032530262    5.9447608    1.5599e-01
      0.384259259       9.2222222     145.6003     152.4285      149.6488      588.0304   4.52116  129.45455   0.032520694    9.4351388    1.4276e-01
      0.384837963       9.2361111     148.1386     154.8535      149.6479      587.9113   6.17036  132.33593   0.032512221   12.9239646    1.2559e-01
      0.385416667       9.2500000     151.4505     158.0198      149.6464      587.8093   7.80010  135.23356   0.032505014   16.4101558    1.0669e-01
      0.385995370       9.2638889     155.5211     161.9146      149.6446      587.7249   9.40512  138.15159   0.032499095   19.8926674    8.8102e-02
      0.386574074       9.2777778     160.3324     166.5227      149.6424      587.6568  10.98014  141.09402   0.032494374   23.3705312    7.1032e-02
      0.387152778       9.2916667     165.8631     171.8260      149.6402      587.6032  12.51988  144.06459   0.032490702   26.8428677    5.6160e-02
      0.387731481       9.3055556     172.0891     177.8039      149.6378      587.5618  14.01905  147.06681   0.032487907   30.3088855    4.3694e-02
      0.388310185       9.3194444     178.9835     184.4332      149.6356      587.5303  15.47237  150.10382   0.032485819   33.7678712    3.3547e-02
      0.388888889       9.3333333     186.5169     191.6885      149.6335      587.5067  16.87458  153.17839   0.032484285   37.2191778    2.5469e-02
      0.389467593       9.3472222     194.6574     199.5421      149.6316      587.4892  18.22047  156.29282   0.032483175   40.6622140    1.9154e-02
      0.390046296       9.3611111     203.3710     207.9642      149.6299      587.4764  19.50489  159.44890   0.032482383   44.0964370    1.4289e-02
      0.390625000       9.3750000     212.6218     216.9233      149.6285      587.4671  20.72277  162.64778   0.032481825   47.5213463    1.0588e-02
      0.391203704       9.3888889     222.3721     226.3858      149.6273      587.4604  21.86918  165.88999   0.032481437   50.9364819    7.8035e-03
      0.391782407       9.4027778     232.5830     236.3168      149.6262      587.4556  22.93937  169.17528   0.032481171   54.3414220    5.7274e-03
      0.392361111       9.4166667     243.2142     246.6799      149.6254      587.4522  23.92880  172.50265   0.032480990   57.7357831    4.1917e-03
      0.392939815       9.4305556     254.2242     257.4374      149.6247      587.4498  24.83321  175.87025   0.032480869   61.1192202    3.0628e-03
      0.393518519       9.4444444     265.5710     268.5507      149.6242      587.4480  25.64864  179.27537   0.032480788   64.4914277    2.2368e-03
      0.394097222       9.4583333     277.2120     279.9800      149.6237      587.4468  26.37156 -177.28554   0.032480736   67.8521400    1.6343e-03
      0.394675926       9.4722222     289.1042     291.6851      149.6234      587.4460  26.99884 -173.81685   0.032480702   71.2011326    1.1957e-03
      0.395254630       9.4861111     301.2043     303.6252      149.6231      587.4454  27.52788 -170.32372   0.032480681   74.5382223    8.7657e-04
      0.395833333       9.5000000     313.4693     315.7589      149.6229      587.4450  27.95660 -166.81197   0.032480668   77.8632677    6.4441e-04
      0.396412037       9.5138889     325.8562     328.0448      149.6227      587.4447  28.28352 -163.28802   0.032480660   81.1761693    4.7536e-04
      0.396990741       9.5277778     338.3225     340.4413      149.6225      587.4445  28.50777 -159.75869   0.032480656   84.4768691    3.5209e-04
      0.397569444       9.5416667     350.8261     352.9070      149.6224      587.4443  28.62911 -156.23107   0.032480654   87.7653501    2.6202e-04
      0.398148148       9.5555556     363.3257     365.4006      149.6223      587.4442  28.64794 -152.71237   0.032480653   91.0416354    1.9605e-04
      0.398726852       9.5694444     375.7806     377.8813      149.6223      587.4441  28.56528 -149.20968   0.032480654   94.3057877    1.4757e-04
      0.399305556       9.5833333     388.1512     390.3088      149.6222      587.4441  28.38275 -145.72986   0.032480654   97.5579076    1.1181e-04
      0.399884259       9.5972222     400.3988     402.6431      149.6222      587.4440  28.10251 -142.27936   0.032480655  100.7981328    8.5341e-05
      0.400462963       9.6111111     412.4857     414.8454      149.6221      587.4440  27.72726 -138.86405   0.032480656  104.0266365    6.5636e-05
      0.401041667       9.6250000     424.3756     426.8774      149.6221      587.4440  27.26012 -135.48916   0.032480657  107.2436262    5.0915e-05
      0.401620370       9.6388889     436.0333     438.7018      149.6221      587.4440  26.70461 -132.15917   0.032480657  110.4493417    3.9849e-05
      0.402199074       9.6527778     447.4247     450.2826      149.6220      587.4440  26.06454 -128.87775   0.032480658  113.6440544    3.1482e-05
      0.402777778       9.6666667     458.5174     461.5844      149.6220      587.4440  25.34401 -125.64776   0.032480659  116.8280646    2.5114e-05
      0.403356481       9.6805556     469.2803     472.5735      149.6220      587.4440  24.54725 -122.47123   0.032480660  120.0017011    2.0238e-05
      0.403935185       9.6944444     479.6834     483.2171      149.6220      587.4440  23.67866 -119.34941   0.032480660  123.1653185    1.6475e-05
      0.404513889       9.7083333     489.6986     493.4840      149.6220      587.4440  22.74268 -116.28279   0.032480661  126.3192966    1.3549e-05
      0.405092593       9.7222222     499.2991     503.3442      149.6220      587.4440  21.74377 -113.27116   0.032480661  129.4640381    1.1255e-05
      0.405671296       9.7361111     508.4594     512.7692      149.6220      587.4440  20.68636 -110.31369   0.032480662  132.5999675    9.4401e-06
      0.406250000       9.7500000     517.1557     521.7320      149.6220      587.4439  19.57484 -107.40899   0.032480662  135.7275292    7.9912e-06
      0.406828704       9.7638889     525.3658     530.2072      149.6220      587.4439  18.41350 -104.55516   0.032480662  138.8471864    6.8237e-06
      0.407407407       9.7777778     533.0688     538.1708      149.6220      587.4439  17.20654 -101.74991   0.032480663  141.9594196    5.8746e-06
      0.407986111       9.7916667     540.2453     545.6006      149.6220      587.4439  15.95803  -98.99056   0.032480663  145.0647248    5.0964e-06
      0.408564815       9.8055556     546.8778     552.4759      149.6220      587.4439  14.67192  -96.27415   0.032480663  148.1636125    4.4540e-06
      0.409143519       9.8194444     552.9498     558.7777      149.6220      587.4439  13.35204  -93.59746   0.032480663  151.2566065    3.9208e-06
      0.409722222       9.8333333     558.4466     564.4888      149.6220      587.4439  12.00208  -90.95709   0.032480664  154.3442420    3.4771e-06
      0.410300926       9.8472222     563.3550     569.5934      149.6219      587.4439  10.62562  -88.34944   0.032480664  157.4270650    3.1080e-06
      0.410879630       9.8611111     567.6634     574.0779      149.6219      587.4439   9.22611  -85.77084   0.032480664  160.5056308    2.8026e-06
      0.411458333       9.8750000     571.3614     577.9299      149.6219      587.4439   7.80691  -83.21746   0.032480664  163.5805025    2.5525e-06
      0.412037037       9.8888889     574.4405     581.1391      149.6219      587.4439   6.37127  -80.68546   0.032480664  166.6522505    2.3517e-06
      0.412615741       9.9027778     576.8932     583.6970      149.6219      587.4439   4.92238  -78.17089   0.032480664  169.7214507    2.1955e-06
      0.413194444       9.9166667     578.7140     585.5966      149.6219      587.4439   3.46333  -75.66980   0.032480664  172.7886840    2.0811e-06
      0.413773148       9.9305556     579.8986     586.8328      149.6219      587.4439   1.99720  -73.17818   0.032480665  175.8545347    2.0067e-06
      0.414351852       9.9444444     580.4442     587.4024      149.6219      587.4439   0.52700  -70.69202   0.032480665  178.9195895    1.9721e-06
      0.414930556       9.9583333     580.3496     587.3038      149.6219      587.4439  -0.94428  -68.20730   0.032480665  181.9844369    1.9784e-06
      0.415509259       9.9722222     579.6150     586.5374      149.6219      587.4439  -2.41364  -65.72000   0.032480665  185.0496653    2.0286e-06
      0.416087963       9.9861111     578.2421     585.1050      149.6219      587.4439  -3.87808  -63.22609   0.032480665  188.1158628    2.1278e-06
      0.416666667      10.0000000     576.2341     583.0107      149.6219      587.4439  -5.33457  -60.72156   0.032480665  191.1836156    2.2833e-06
      0.417245370      10.0138889     573.5957     580.2599      149.6219      587.4439  -6.78003  -58.20242   0.032480665  194.2535070    2.5057e-06
      0.417824074      10.0277778     570.3330     576.8601      149.6219      587.4439  -8.21135  -55.66472   0.032480666  197.3261165    2.8088e-06
      0.418402778      10.0416667     566.4537     572.8204      149.6219      587.4439  -9.62532  -53.10454   0.032480666  200.4020186    3.2110e-06
      0.418981481      10.0555556     561.9670     568.1517      149.6219      587.4439 -11.01865  -50.51804   0.032480666  203.4817816    3.7352e-06
      0.419560185      10.0694444     556.8835     562.8666      149.6219      587.4439 -12.38798  -47.90143   0.032480666  206.5659664    4.4103e-06
      0.420138889      10.0833333     551.2154     556.9796      149.6219      587.4439 -13.72980  -45.25105   0.032480667  209.6551257    5.2723e-06
      0.420717593      10.0972222     544.9763     550.5067      149.6219      587.4439 -15.04050  -42.56337   0.032480667  212.7498023    6.3655e-06
      0.421296296      10.1111111     538.1815     543.4658      149.6219      587.4439 -16.31636  -39.83502   0.032480667  215.8505282    7.7452e-06
      0.421875000      10.1250000     530.8477     535.8764      149.6219      587.4439 -17.55351  -37.06286   0.032480668  218.9578234    9.4800e-06
      0.422453704      10.1388889     522.9930     527.7595      149.6219      587.4439 -18.74798  -34.24400   0.032480668  222.0721941    1.1656e-05
      0.423032407      10.1527778     514.6373     519.1379      149.6219      587.4439 -19.89563  -31.37587   0.032480669  225.1941320    1.4383e-05
      0.423611111      10.1666667     505.8017     510.0360      149.6219      587.4439 -20.99227  -28.45626   0.032480670  228.3241123    1.7800e-05
      0.424189815      10.1805556     496.5091     500.4798      149.6219      587.4439 -22.03355  -25.48344   0.032480670  231.4625928    2.2084e-05
      0.424768519      10.1944444     486.7837     490.4966      149.6218      587.4439 -23.01507  -22.45615   0.032480671  234.6100120    2.7463e-05
      0.425347222      10.2083333     476.6513     480.1154      149.6218      587.4439 -23.93240  -19.37373   0.032480672  237.7667879    3.4233e-05
      0.425925926      10.2222222     466.1392     469.3666      149.6218      587.4439 -24.78107  -16.23618   0.032480674  240.9333163    4.2773e-05
      0.426504630      10.2361111     455.2761     458.2818      149.6218      587.4439 -25.55664  -13.04418   0.032480675  244.1099693    5.3577e-05
      0.427083333      10.2500000     444.0922     446.8941      149.6217      587.4439 -26.25476   -9.79922   0.032480677  247.2970938    6.7297e-05
      0.427662037      10.2638889     432.6190     435.2378      149.6217      587.4439 -26.87123   -6.50354   0.032480678  250.4950095    8.4761e-05
      0.428240741      10.2777778     420.8896     423.3483      149.6216      587.4438 -27.40203   -3.16024   0.032480680  253.7040076    1.0709e-04
      0.428819444      10.2916667     408.9381     411.2622      149.6216      587.4438 -27.84341    0.22676   0.032480682  256.9243493    1.3574e-04
      0.429398148      10.3055556     396.8002     399.0169      149.6215      587.4437 -28.19197    3.65278   0.032480684  260.1562636    1.7300e-04
      0.429976852      10.3194444     384.5127     386.6510      149.6214      587.4436 -28.44469    7.11238   0.032480685  263.3999461    2.2104e-04
      0.430555556      10.3333333     372.1135     374.2037      149.6213      587.4435 -28.59903   10.59952   0.032480686  266.6555573    2.8363e-04
      0.431134259      10.3472222     359.6415     361.7149      149.6211      587.4434 -28.65297   14.10762   0.032480686  269.9232208    3.6557e-04
      0.431712963      10.3611111     347.1368     349.2253      149.6210      587.4432 -28.60506   17.62974   0.032480684  273.2030219    4.7339e-04
      0.432291667      10.3750000     334.6402     336.7756      149.6208      587.4429 -28.45446   21.15872   0.032480680  276.4950060    6.1591e-04
      0.432870370      10.3888889     322.1933     324.4074      149.6205      587.4425 -28.20094   24.68738   0.032480672  279.7991772    8.0505e-04
      0.433449074      10.4027778     309.8381     312.1621      149.6202      587.4420 -27.84493   28.20868   0.032480658  283.1154964    1.0569e-03
      0.434027778      10.4166667     297.6176     300.0811      149.6198      587.4413 -27.38746   31.71589   0.032480635  286.4438807    1.3929e-03
      0.434606481      10.4305556     285.5745     288.2061      149.6193      587.4403 -26.83021   35.20277   0.032480599  289.7842013    1.8415e-03
      0.435185185      10.4444444     273.7521     276.5780      149.6188      587.4389 -26.17539   38.66366   0.032480543  293.1362831    2.4402e-03
      0.435763889      10.4583333     262.1936     265.2376      149.6181      587.4370 -25.42578   42.09362   0.032480459  296.4999031    3.2374e-03
      0.436342593      10.4722222     250.9418     254.2251      149.6173      587.4344 -24.58460   45.48850   0.032480335  299.8747900    4.2952e-03
      0.436921296      10.4861111     240.0392     243.5798      149.6163      587.4308 -23.65554   48.84500   0.032480155  303.2606237    5.6919e-03
      0.437500000      10.5000000     229.5277     233.3401      149.6151      587.4259 -22.64264   52.16064   0.032479894  306.6570355    7.5250e-03
      0.438078704      10.5138889     219.4483     223.5433      149.6138      587.4193 -21.55023   55.43383   0.032479525  310.0636082    9.9149e-03
      0.438657407      10.5277778     209.8410     214.2253      149.6122      587.4104 -20.38294   58.66378   0.032479005  313.4798779    1.3008e-02
      0.439236111      10.5416667     200.7443     205.4208      149.6104      587.3985 -19.14557   61.85048   0.032478285  316.9053355    1.6983e-02
      0.439814815      10.5555556     192.1955     197.1625      149.6084      587.3826 -17.84309   64.99461   0.032477297  320.3394301    2.2048e-02
      0.440393519      10.5694444     184.2297     189.4816      149.6062      587.3616 -16.48060   68.09755   0.032475959  323.7815736    2.8447e-02
      0.440972222      10.5833333     176.8804     182.4070      149.6039      587.3341 -15.06327   71.16121   0.032474166  327.2311463    3.6449e-02
      0.441550926      10.5972222     170.1785     175.9659      149.6014      587.2985 -13.59633   74.18804   0.032471796  330.6875062    4.6324e-02
      0.442129630      10.6111111     164.1528     170.1827      149.5990      587.2528 -12.08506   77.18093   0.032468704  334.1499999    5.8303e-02
      0.442708333      10.6250000     158.8290     165.0798      149.5966      587.1950 -10.53472   80.14312   0.032464733  337.6179769    7.2490e-02
      0.443287037      10.6388889     154.2305     160.6769      149.5945      587.1230  -8.95062   83.07819   0.032459725  341.0908052    8.8742e-02
      0.443865741      10.6527778     150.3771     156.9910      149.5927      587.0350  -7.33804   85.98997   0.032453546  344.5678864    1.0651e-01
      0.444444444      10.6666667     147.2858     154.0364      149.5914      586.9300  -5.70225   88.88248   0.032446118  348.0486606    1.2481e-01
      0.445023148      10.6805556     144.9701     151.8244      149.5905      586.8086  -4.04851   91.75993   0.032437471  351.5326042    1.4174e-01
      0.445601852      10.6944444     143.4402     150.3635      149.5900      586.6731  -2.38209   94.62663   0.032427778  355.0191971    1.5525e-01
      0.446180556      10.7083333     142.7026     149.6593      149.5899      586.5279  -0.70822   97.48698   0.032417365  358.5078723    1.6320e-01
      0.446759259      10.7222222     142.7604     149.7143      149.5899      586.3792   0.96785  100.34543   0.032406686    1.9979607    1.6414e-01
      0.447337963      10.7361111     143.6131     150.5281      149.5898      586.2337   2.64090  103.20645   0.032396252    5.4886517    1.5781e-01
      0.447916667      10.7500000     145.2566     152.0970      149.5893      586.0978   4.30567  106.07449   0.032386531    8.9789947    1.4524e-01
      0.448495370      10.7638889     147.6833     154.4149      149.5884      585.9762   5.95694  108.95392   0.032377872   12.4679411    1.2844e-01
      0.449074074      10.7777778     150.8823     157.4723      149.5870      585.8716   7.58944  111.84906   0.032370468   15.9544095    1.0959e-01
      0.449652778      10.7916667     154.8391     161.2571      149.5852      585.7846   9.19791  114.76409   0.032364360   19.4373478    9.0845e-02
      0.450231481      10.8055556     159.5361     165.7543      149.5831      585.7142  10.77708  117.70302   0.032359469   22.9157785    7.3474e-02
      0.450810185      10.8194444     164.9526     170.9464      149.5808      585.6586  12.32166  120.66964   0.032355652   26.3888117    5.8239e-02
      0.451388889      10.8333333     171.0650     176.8131      149.5785      585.6155  13.82638  123.66748   0.032352739   29.8556467    4.5407e-02
      0.451967593      10.8472222     177.8467     183.3317      149.5762      585.5827  15.28595  126.69976   0.032350557   33.3155628    3.4921e-02
      0.452546296      10.8611111     185.2688     190.4771      149.5741      585.5581  16.69511  129.76928   0.032348951   36.7679075    2.6549e-02
      0.453125000      10.8750000     193.2998     198.2222      149.5721      585.5398  18.04863  132.87843   0.032347787   40.2120851    1.9989e-02
      0.453703704      10.8888889     201.9061     206.5374      149.5704      585.5264  19.34136  136.02906   0.032346954   43.6475494    1.4926e-02
      0.454282407      10.9027778     211.0523     215.3916      149.5689      585.5166  20.56822  139.22242   0.032346367   47.0737972    1.1069e-02
      0.454861111      10.9166667     220.7010     224.7517      149.5677      585.5096  21.72425  142.45911   0.032345958   50.4903656    8.1638e-03
      0.455439815      10.9305556     230.8134     234.5830      149.5666      585.5046  22.80467  145.73902   0.032345677   53.8968298    5.9961e-03
      0.456018519      10.9444444     241.3496     244.8494      149.5658      585.5010  23.80491  149.06122   0.032345486   57.2928033    4.3916e-03
      0.456597222      10.9583333     252.2686     255.5137      149.5651      585.4984  24.72067  152.42399   0.032345357   60.6779375    3.2116e-03
      0.457175926      10.9722222     263.5285     266.5373      149.5645      585.4966  25.54794  155.82475   0.032345272   64.0519230    2.3479e-03
      0.457754630      10.9861111     275.0868     277.8809      149.5640      585.4954  26.28313  159.26004   0.032345216   67.4144899    1.7176e-03
      0.458333333      11.0000000     286.9008     289.5045      149.5637      585.4945  26.92305  162.72559   0.032345179   70.7654091    1.2584e-03
      0.458912037      11.0138889     298.9274     301.3674      149.5634      585.4938  27.46502  166.21636   0.032345157   74.1044926    9.2403e-04
      0.459490741      11.0277778     311.1237     313.4286      149.5631      585.4934  27.90688  169.72660   0.032345143   77.4315940    6.8045e-04
      0.460069444      11.0416667     323.4469     325.6467      149.5629      585.4931  28.24708  173.24995   0.032345134   80.7466084    5.0281e-04
      0.460648148      11.0555556     335.8544     337.9804      149.5628      585.4928  28.48465  176.77965   0.032345130   84.0494725    3.7304e-04
      0.461226852      11.0694444     348.3044     350.3884      149.5627      585.4927  28.61927 -179.69139   0.032345127   87.3401638    2.7803e-04
      0.461805556      11.0833333     360.7555     362.8294      149.5626      585.4926  28.65125 -176.17036   0.032345127   90.6187000    2.0830e-04
      0.462384259      11.0972222     373.1672     375.2629      149.5625      585.4925  28.58154 -172.66439   0.032345127   93.8851383    1.5696e-04
      0.462962963      11.1111111     385.4998     387.6484      149.5624      585.4924  28.41166 -169.18039   0.032345127   97.1395739    1.1903e-04
      0.463541667      11.1250000     397.7147     399.9463      149.5624      585.4924  28.14373 -165.72485   0.032345128  100.3821390    9.0905e-05
      0.464120370      11.1388889     409.7742     412.1175      149.5624      585.4924  27.78035 -162.30376   0.032345129  103.6130015    6.9942e-05
      0.464699074      11.1527778     421.6418     424.1240      149.5623      585.4923  27.32461 -158.92243   0.032345130  106.8323637    5.4265e-05
      0.465277778      11.1666667     433.2823     435.9284      149.5623      585.4923  26.77996 -155.58545   0.032345131  110.0404603    4.2471e-05
      0.465856481      11.1805556     444.6619     447.4946      149.5623      585.4923  26.15021 -152.29659   0.032345131  113.2375575    3.3550e-05
      0.466435185      11.1944444     455.7478     458.7873      149.5623      585.4923  25.43939 -149.05883   0.032345132  116.4239510    2.6759e-05
      0.467013889      11.2083333     466.5088     469.7726      149.5622      585.4923  24.65174 -145.87432   0.032345133  119.5999646    2.1558e-05
      0.467592593      11.2222222     476.9151     480.4179      149.5622      585.4923  23.79165 -142.74438   0.032345133  122.7659485    1.7546e-05
      0.468171296      11.2361111     486.9384     490.6917      149.5622      585.4923  22.86353 -139.66962   0.032345134  125.9222780    1.4427e-05
      0.468750000      11.2500000     496.5517     500.5640      149.5622      585.4923  21.87187 -136.64991   0.032345134  129.0693514    1.1982e-05
      0.469328704      11.2638889     505.7296     510.0062      149.5622      585.4923  20.82111 -133.68451   0.032345135  132.2075892    1.0049e-05
      0.469907407      11.2777778     514.4481     518.9912      149.5622      585.4923  19.71563 -130.77207   0.032345135  135.3374319    8.5060e-06
      0.470486111      11.2916667     522.6848     527.4935      149.5622      585.4923  18.55976 -127.91079   0.032345136  138.4593389    7.2630e-06
      0.471064815      11.3055556     530.4188     535.4890      149.5622      585.4923  17.35769 -125.09839   0.032345136  141.5737869    6.2523e-06
      0.471643519      11.3194444     537.6307     542.9553      149.5622      585.4923  16.11354 -122.33225   0.032345136  144.6812685    5.4234e-06
      0.472222222      11.3333333     544.3025     549.8716      149.5622      585.4923  14.83127 -119.60944   0.032345136  147.7822909    4.7386e-06
      0.472800926      11.3472222     550.4180     556.2187      149.5622      585.4923  13.51472 -116.92678   0.032345137  150.8773747    4.1695e-06
      0.473379630      11.3611111     555.9622     561.9793      149.5622      585.4923  12.16760 -114.28086   0.032345137  153.9670521    3.6951e-06
      0.473958333      11.3750000     560.9218     567.1375      149.5622      585.4923  10.79353 -111.66812   0.032345137  157.0518663    3.2996e-06
      0.474537037      11.3888889     565.2849     571.6793      149.5622      585.4923   9.39596 -109.08489   0.032345137  160.1323696    2.9712e-06
      0.475115741      11.4027778     569.0411     575.5923      149.5622      585.4923   7.97828 -106.52737   0.032345137  163.2091229    2.7012e-06
      0.475694444      11.4166667     572.1817     578.8661      149.5622      585.4923   6.54375 -103.99169   0.032345138  166.2826939    2.4831e-06
      0.476273148      11.4305556     574.6991     581.4918      149.5622      585.4923   5.09556 -101.47393   0.032345138  169.3536563    2.3121e-06
      0.476851852      11.4444444     576.5877     583.4623      149.5622      585.4923   3.63685  -98.97012   0.032345138  172.4225888    2.1850e-06
      0.477430556      11.4583333     577.8428     584.7724      149.5622      585.4923   2.17068  -96.47626   0.032345138  175.4900735    2.0999e-06
      0.478009259      11.4722222     578.4617     585.4185      149.5622      585.4923   0.70008  -93.98835   0.032345138  178.5566955    2.0563e-06
      0.478587963      11.4861111     578.4428     585.3990      149.5622      585.4923  -0.77196  -91.50235   0.032345138  181.6230411    2.0552e-06
      0.479166667      11.5000000     577.7863     584.7139      149.5622      585.4923  -2.24242  -89.01423   0.032345138  184.6896975    2.0993e-06
      0.479745370      11.5138889     576.4937     583.3650      149.5622      585.4923  -3.70830  -86.51997   0.032345139  187.7572509    2.1935e-06
      0.480324074      11.5277778     574.5679     581.3559      149.5622      585.4923  -5.16658  -84.01556   0.032345139  190.8262862    2.3451e-06
      0.480902778      11.5416667     572.0135     578.6920      149.5621      585.4923  -6.61418  -81.49699   0.032345139  193.8973855    2.5642e-06
      0.481481481      11.5555556     568.8364     575.3805      149.5621      585.4923  -8.04797  -78.96031   0.032345139  196.9711271    2.8648e-06
      0.482060185      11.5694444     565.0441     571.4303      149.5621      585.4923  -9.46477  -76.40159   0.032345139  200.0480843    3.2649e-06
      0.482638889      11.5833333     560.6456     566.8520      149.5621      585.4923 -10.86128  -73.81697   0.032345139  203.1288247    3.7875e-06
      0.483217593      11.5972222     555.6512     561.6581      149.5621      585.4923 -12.23414  -71.20266   0.032345140  206.2139083    4.4616e-06
      0.483796296      11.6111111     550.0730     555.8627      149.5621      585.4923 -13.57986  -68.55497   0.032345140  209.3038873    5.3234e-06
      0.484375000      11.6250000     543.9244     549.4817      149.5621      585.4923 -14.89485  -65.87037   0.032345140  212.3993039    6.4176e-06
      0.484953704      11.6388889     537.2203     542.5326      149.5621      585.4923 -16.17537  -63.14545   0.032345141  215.5006900    7.8002e-06
      0.485532407      11.6527778     529.9772     535.0347      149.5621      585.4923 -17.41758  -60.37705   0.032345141  218.6085650    9.5409e-06
      0.486111111      11.6666667     522.2131     527.0089      149.5621      585.4923 -18.61751  -57.56225   0.032345142  221.7234354    1.1727e-05
      0.486689815      11.6805556     513.9475     518.4777      149.5621      585.4923 -19.77104  -54.69843   0.032345142  224.8457928    1.4470e-05
      0.487268519      11.6944444     505.2015     509.4651      149.5621      585.4923 -20.87396  -51.78336   0.032345143  227.9761128    1.7911e-05
      0.487847222      11.7083333     495.9975     499.9969      149.5621      585.4923 -21.92196  -48.81524   0.032345144  231.1148538    2.2229e-05
      0.488425926      11.7222222     486.3595     490.1003      149.5621      585.4923 -22.91063  -45.79275   0.032345145  234.2624548    2.7657e-05
      0.489004630      11.7361111     476.3131     479.8039      149.5620      585.4923 -23.83553  -42.71518   0.032345146  237.4193347    3.4492e-05
      0.489583333      11.7500000     465.8853     469.1378      149.5620      585.4923 -24.69220  -39.58245   0.032345147  240.5858905    4.3115e-05
      0.490162037      11.7638889     455.1046     458.1335      149.5620      585.4922 -25.47619  -36.39517   0.032345149  243.7624955    5.4024e-05
      0.490740741      11.7777778     444.0008     446.8238      149.5619      585.4922 -26.18314  -33.15473   0.032345150  246.9494980    6.7869e-05
      0.491319444      11.7916667     432.6052     435.2427      149.5619      585.4922 -26.80882  -29.86332   0.032345152  250.1472195    8.5478e-05
      0.491898148      11.8055556     420.9507     423.4254      149.5618      585.4922 -27.34919  -26.52394   0.032345154  253.3559532    1.0796e-04
      0.492476852      11.8194444     409.0710     411.4083      149.5618      585.4921 -27.80047  -23.14042   0.032345156  256.5759624    1.3676e-04
      0.493055556      11.8333333     397.0017     399.2285      149.5617      585.4921 -28.15922  -19.71738   0.032345157  259.8074787    1.7412e-04
      0.493634259      11.8472222     384.7792     386.9244      149.5616      585.4920 -28.42238  -16.26017   0.032345159  263.0507003    2.2219e-04
      0.494212963      11.8611111     372.4411     374.5350      149.5615      585.4919 -28.58736  -12.77480   0.032345160  266.3057907    2.8467e-04
      0.494791667      11.8750000     360.0263     362.1000      149.5613      585.4917 -28.65208   -9.26780   0.032345160  269.5728769    3.6626e-04
      0.495370370      11.8888889     347.5744     349.6597      149.5612      585.4915 -28.61503   -5.74608   0.032345159  272.8520476    4.7334e-04
      0.495949074      11.9027778     335.1260     337.2549      149.5610      585.4912 -28.47531   -2.21679   0.032345155  276.1433520    6.1455e-04
      0.496527778      11.9166667     322.7225     324.9268      149.5607      585.4909 -28.23263    1.31288   0.032345147  279.4467983    8.0153e-04
      0.497106481      11.9305556     310.4059     312.7167      149.5604      585.4903 -27.88736    4.83587   0.032345133  282.7623518    1.0500e-03
      0.497685185      11.9444444     298.2185     300.6660      149.5600      585.4896 -27.44047    8.34540   0.032345111  286.0899343    1.3809e-03
      0.498263889      11.9583333     286.2034     288.8160      149.5596      585.4886 -26.89357   11.83517   0.032345076  289.4294219    1.8221e-03
