#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)        Tn_(K)     F10.7_curr
      0.244791667       5.8750000     269.0850     265.6649      150.0000      600.0000 -44.27883  121.31403   0.033352110  297.3895221    0.0000e+00        0.0000        116.000
      0.245138889       5.8833333     261.9279     258.8962      150.0000      600.0000 -43.23710  123.58506   0.033352110  299.4140294    0.0000e+00        0.0000        116.000
      0.245486111       5.8916667     254.8867     252.2611      150.0000      600.0000 -42.14455  125.77883   0.033352110  301.4426340    0.0000e+00        0.0000        116.000
      0.245833333       5.9000000     247.9717     245.7683      150.0000      600.0000 -41.00430  127.89724   0.033352110  303.4752638    0.0000e+00        0.0000        116.000
      0.246180556       5.9083333     241.1936     239.4262      150.0000      600.0000 -39.81939  129.94262   0.033352110  305.5118405    0.0000e+00        0.0000        116.000
      0.246527778       5.9166667     234.5628     233.2432      150.0000      600.0000 -38.59272  131.91768   0.033352110  307.5522799    0.0000e+00        0.0000        116.000
      0.246875000       5.9250000     228.0896     227.2273      150.0000      600.0000 -37.32705  133.82537   0.033352110  309.5964921    0.0000e+00        0.0000        116.000
      0.247222222       5.9333333     221.7844     221.3865      150.0000      600.0000 -36.02503  135.66883   0.033352110  311.6443811    0.0000e+00        0.0000        116.000
      0.247569444       5.9416667     215.6572     215.7287      150.0000      600.0000 -34.68913  137.45133   0.033352110  313.6958455    0.0000e+00        0.0000        116.000
      0.247916667       5.9500000     209.7181     210.2614      150.0000      600.0000 -33.32172  139.17616   0.033352110  315.7507780    0.0000e+00        0.0000        116.000
      0.248263889       5.9583333     203.9768     204.9919      150.0000      600.0000 -31.92503  140.84667   0.033352110  317.8090660    0.0000e+00        0.0000        116.000
      0.248611111       5.9666667     198.4430     199.9273      150.0000      600.0000 -30.50115  142.46617   0.033352110  319.8705913    0.0000e+00        0.0000        116.000
      0.248958333       5.9750000     193.1260     195.0746      150.0000      600.0000 -29.05209  144.03791   0.033352110  321.9352305    0.0000e+00        0.0000        116.000
      0.249305556       5.9833333     188.0349     190.4404      150.0000      600.0000 -27.57971  145.56510   0.033352110  324.0028552    0.0000e+00        0.0000        116.000
      0.249652778       5.9916667     183.1785     186.0309      150.0000      600.0000 -26.08580  147.05086   0.033352110  326.0733319    0.0000e+00        0.0000        116.000
      0.250000000       6.0000000     178.5653     181.8524      150.0000      600.0000 -24.57203  148.49821   0.033352110  328.1465223    0.0000e+00        0.0000        116.000
      0.250347222       6.0083333     174.2034     177.9104      150.0000      600.0000 -23.04000  149.91009   0.033352110  330.2222836    0.0000e+00        0.0000        116.000
      0.250694444       6.0166667     170.1005     174.2106      150.0000      600.0000 -21.49124  151.28935   0.033352110  332.3004687    0.0000e+00        0.0000        116.000
      0.251041667       6.0250000     166.2642     170.7580      150.0000      600.0000 -19.92719  152.63873   0.033352110  334.3809262    0.0000e+00        0.0000        116.000
      0.251388889       6.0333333     162.7012     167.5575      150.0000      600.0000 -18.34922  153.96087   0.033352110  336.4635008    0.0000e+00        0.0000        116.000
      0.251736111       6.0416667     159.4181     164.6135      150.0000      600.0000 -16.75868  155.25834   0.033352110  338.5480335    0.0000e+00        0.0000        116.000
      0.252083333       6.0500000     156.4209     161.9301      150.0000      600.0000 -15.15682  156.53362   0.033352110  340.6343620    0.0000e+00        0.0000        116.000
      0.252430556       6.0583333     153.7152     159.5112      150.0000      600.0000 -13.54489  157.78911   0.033352110  342.7223206    0.0000e+00        0.0000        116.000
      0.252777778       6.0666667     151.3059     157.3601      150.0000      600.0000 -11.92405  159.02714   0.033352110  344.8117410    0.0000e+00        0.0000        116.000
      0.253125000       6.0750000     149.1976     155.4800      150.0000      600.0000 -10.29548  160.24996   0.033352110  346.9024521    0.0000e+00        0.0000        116.000
      0.253472222       6.0833333     147.3943     153.8733      150.0000      600.0000  -8.66029  161.45980   0.033352110  348.9942805    0.0000e+00        0.0000        116.000
      0.253819444       6.0916667     145.8993     152.5425      150.0000      600.0000  -7.01958  162.65880   0.033352110  351.0870510    0.0000e+00        0.0000        116.000
      0.254166667       6.1000000     144.7154     151.4894      150.0000      600.0000  -5.37442  163.84908   0.033352110  353.1805864    0.0000e+00        0.0000        116.000
      0.254513889       6.1083333     143.8450     150.7154      150.0000      600.0000  -3.72588  165.03271   0.033352110  355.2747084    0.0000e+00        0.0000        116.000
      0.254861111       6.1166667     143.2896     150.2218      150.0000      600.0000  -2.07501  166.21177   0.033352110  357.3692375    0.0000e+00        0.0000        116.000
      0.255208333       6.1250000     143.0503     150.0092      150.0000      600.0000  -0.42283  167.38828   0.033352110  359.4639934    0.0000e+00        0.0000        116.000
      0.255555556       6.1333333     143.1276     150.0779      150.0000      600.0000   1.22961  168.56427   0.033352110    1.5587956    0.0000e+00        0.0000        116.000
      0.255902778       6.1416667     143.5213     150.4277      150.0000      600.0000   2.88128  169.74177   0.033352110    3.6534633    0.0000e+00        0.0000        116.000
      0.256250000       6.1500000     144.2307     151.0583      150.0000      600.0000   4.53115  170.92281   0.033352110    5.7478161    0.0000e+00        0.0000        116.000
      0.256597222       6.1583333     145.2544     151.9688      150.0000      600.0000   6.17816  172.10943   0.033352110    7.8416741    0.0000e+00        0.0000        116.000
      0.256944444       6.1666667     146.5905     153.1577      150.0000      600.0000   7.82128  173.30371   0.033352110    9.9348582    0.0000e+00        0.0000        116.000
      0.257291667       6.1750000     148.2365     154.6234      150.0000      600.0000   9.45944  174.50773   0.033352110   12.0271907    0.0000e+00        0.0000        116.000
      0.257638889       6.1833333     150.1891     156.3640      150.0000      600.0000  11.09153  175.72363   0.033352110   14.1184954    0.0000e+00        0.0000        116.000
      0.257986111       6.1916667     152.4449     158.3768      150.0000      600.0000  12.71647  176.95360   0.033352110   16.2085978    0.0000e+00        0.0000        116.000
      0.258333333       6.2000000     154.9995     160.6590      150.0000      600.0000  14.33310  178.19987   0.033352110   18.2973257    0.0000e+00        0.0000        116.000
      0.258680556       6.2083333     157.8482     163.2075      150.0000      600.0000  15.94027  179.46473   0.033352110   20.3845093    0.0000e+00        0.0000        116.000
      0.259027778       6.2166667     160.9857     166.0186      150.0000      600.0000  17.53676 -179.24946   0.033352110   22.4699815    0.0000e+00        0.0000        116.000
      0.259375000       6.2250000     164.4063     169.0884      150.0000      600.0000  19.12132 -177.94026   0.033352110   24.5535782    0.0000e+00        0.0000        116.000
      0.259722222       6.2333333     168.1036     172.4126      150.0000      600.0000  20.69266 -176.60514   0.033352110   26.6351388    0.0000e+00        0.0000        116.000
      0.260069444       6.2416667     172.0709     175.9865      150.0000      600.0000  22.24943 -175.24152   0.033352110   28.7145059    0.0000e+00        0.0000        116.000
      0.260416667       6.2500000     176.3012     179.8052      150.0000      600.0000  23.79020 -173.84668   0.033352110   30.7915263    0.0000e+00        0.0000        116.000
      0.260763889       6.2583333     180.7868     183.8634      150.0000      600.0000  25.31351 -172.41784   0.033352110   32.8660505    0.0000e+00        0.0000        116.000
      0.261111111       6.2666667     185.5198     188.1554      150.0000      600.0000  26.81779 -170.95211   0.033352110   34.9379335    0.0000e+00        0.0000        116.000
      0.261458333       6.2750000     190.4919     192.6754      150.0000      600.0000  28.30140 -169.44650   0.033352110   37.0070346    0.0000e+00        0.0000        116.000
      0.261805556       6.2833333     195.6944     197.4171      150.0000      600.0000  29.76263 -167.89796   0.033352110   39.0732181    0.0000e+00        0.0000        116.000
      0.262152778       6.2916667     201.1184     202.3741      150.0000      600.0000  31.19963 -166.30330   0.033352110   41.1363526    0.0000e+00        0.0000        116.000
      0.262500000       6.3000000     206.7547     207.5395      150.0000      600.0000  32.61049 -164.65931   0.033352110   43.1963124    0.0000e+00        0.0000        116.000
      0.262847222       6.3083333     212.5938     212.9065      150.0000      600.0000  33.99316 -162.96269   0.033352110   45.2529765    0.0000e+00        0.0000        116.000
      0.263194444       6.3166667     218.6259     218.4678      150.0000      600.0000  35.34547 -161.21012   0.033352110   47.3062294    0.0000e+00        0.0000        116.000
      0.263541667       6.3250000     224.8413     224.2159      150.0000      600.0000  36.66513 -159.39827   0.033352110   49.3559612    0.0000e+00        0.0000        116.000
      0.263888889       6.3333333     231.2298     230.1432      150.0000      600.0000  37.94972 -157.52385   0.033352110   51.4020673    0.0000e+00        0.0000        116.000
      0.264236111       6.3416667     237.7813     236.2417      150.0000      600.0000  39.19668 -155.58365   0.033352110   53.4444490    0.0000e+00        0.0000        116.000
      0.264583333       6.3500000     244.4853     242.5034      150.0000      600.0000  40.40332 -153.57461   0.033352110   55.4830133    0.0000e+00        0.0000        116.000
      0.264930556       6.3583333     251.3315     248.9201      150.0000      600.0000  41.56679 -151.49389   0.033352110   57.5176731    0.0000e+00        0.0000        116.000
      0.265277778       6.3666667     258.3095     255.4835      150.0000      600.0000  42.68414 -149.33895   0.033352110   59.5483470    0.0000e+00        0.0000        116.000
      0.265625000       6.3750000     265.4086     262.1848      150.0000      600.0000  43.75228 -147.10766   0.033352110   61.5749598    0.0000e+00        0.0000        116.000
      0.265972222       6.3833333     272.6183     269.0157      150.0000      600.0000  44.76801 -144.79841   0.033352110   63.5974420    0.0000e+00        0.0000        116.000
      0.266319444       6.3916667     279.9281     275.9671      150.0000      600.0000  45.72805 -142.41022   0.033352110   65.6157304    0.0000e+00        0.0000        116.000
      0.266666667       6.4000000     287.3275     283.0304      150.0000      600.0000  46.62906 -139.94289   0.033352110   67.6297675    0.0000e+00        0.0000        116.000
      0.267013889       6.4083333     294.8061     290.1965      150.0000      600.0000  47.46768 -137.39711   0.033352110   69.6395019    0.0000e+00        0.0000        116.000
      0.267361111       6.4166667     302.3533     297.4564      150.0000      600.0000  48.24057 -134.77464   0.033352110   71.6448884    0.0000e+00        0.0000        116.000
      0.267708333       6.4250000     309.9589     304.8010      150.0000      600.0000  48.94446 -132.07833   0.033352110   73.6458873    0.0000e+00        0.0000        116.000
      0.268055556       6.4333333     317.6126     312.2213      150.0000      600.0000  49.57622 -129.31232   0.033352110   75.6424653    0.0000e+00        0.0000        116.000
      0.268402778       6.4416667     325.3043     319.7079      150.0000      600.0000  50.13291 -126.48204   0.033352110   77.6345945    0.0000e+00        0.0000        116.000
      0.268750000       6.4500000     333.0241     327.2518      150.0000      600.0000  50.61187 -123.59421   0.033352110   79.6222532    0.0000e+00        0.0000        116.000
      0.269097222       6.4583333     340.7621     334.8437      150.0000      600.0000  51.01075 -120.65686   0.033352109   81.6054253    0.0000e+00        0.0000        116.000
      0.269444444       6.4666667     348.5086     342.4744      150.0000      600.0000  51.32762 -117.67916   0.033352109   83.5841002    0.0000e+00        0.0000        116.000
      0.269791667       6.4750000     356.2541     350.1348      150.0000      600.0000  51.56101 -114.67134   0.033352109   85.5582731    0.0000e+00        0.0000        116.000
      0.270138889       6.4833333     363.9893     357.8157      150.0000      600.0000  51.70996 -111.64439   0.033352109   87.5279448    0.0000e+00        0.0000        116.000
      0.270486111       6.4916667     371.7050     365.5081      150.0000      600.0000  51.77406 -108.60983   0.033352109   89.4931212    0.0000e+00        0.0000        116.000
      0.270833333       6.5000000     379.3922     373.2027      150.0000      600.0000  51.75346 -105.57945   0.033352109   91.4538136    0.0000e+00        0.0000        116.000
      0.271180556       6.5083333     387.0422     380.8907      150.0000      600.0000  51.64886 -102.56489   0.033352109   93.4100388    0.0000e+00        0.0000        116.000
      0.271527778       6.5166667     394.6464     388.5631      150.0000      600.0000  51.46152  -99.57746   0.033352109   95.3618184    0.0000e+00        0.0000        116.000
      0.271875000       6.5250000     402.1965     396.2110      150.0000      600.0000  51.19323  -96.62773   0.033352109   97.3091791    0.0000e+00        0.0000        116.000
      0.272222222       6.5333333     409.6843     403.8257      150.0000      600.0000  50.84620  -93.72539   0.033352109   99.2521524    0.0000e+00        0.0000        116.000
      0.272569444       6.5416667     417.1020     411.3985      150.0000      600.0000  50.42307  -90.87900   0.033352109  101.1907745    0.0000e+00        0.0000        116.000
      0.272916667       6.5500000     424.4419     418.9209      150.0000      600.0000  49.92680  -88.09590   0.033352109  103.1250866    0.0000e+00        0.0000        116.000
      0.273263889       6.5583333     431.6966     426.3843      150.0000      600.0000  49.36061  -85.38211   0.033352110  105.0551339    0.0000e+00        0.0000        116.000
      0.273611111       6.5666667     438.8587     433.7804      150.0000      600.0000  48.72790  -82.74235   0.033352110  106.9809663    0.0000e+00        0.0000        116.000
      0.273958333       6.5750000     445.9214     441.1012      150.0000      600.0000  48.03219  -80.18007   0.033352110  108.9026378    0.0000e+00        0.0000        116.000
      0.274305556       6.5833333     452.8778     448.3384      150.0000      600.0000  47.27708  -77.69754   0.033352110  110.8202068    0.0000e+00        0.0000        116.000
      0.274652778       6.5916667     459.7214     455.4842      150.0000      600.0000  46.46614  -75.29594   0.033352110  112.7337353    0.0000e+00        0.0000        116.000
      0.275000000       6.6000000     466.4460     462.5307      150.0000      600.0000  45.60291  -72.97548   0.033352110  114.6432894    0.0000e+00        0.0000        116.000
      0.275347222       6.6083333     473.0453     469.4705      150.0000      600.0000  44.69083  -70.73558   0.033352110  116.5489389    0.0000e+00        0.0000        116.000
      0.275694444       6.6166667     479.5137     476.2960      150.0000      600.0000  43.73326  -68.57493   0.033352110  118.4507572    0.0000e+00        0.0000        116.000
      0.276041667       6.6250000     485.8454     482.9999      150.0000      600.0000  42.73339  -66.49167   0.033352110  120.3488212    0.0000e+00        0.0000        116.000
      0.276388889       6.6333333     492.0350     489.5752      150.0000      600.0000  41.69427  -64.48350   0.033352110  122.2432112    0.0000e+00        0.0000        116.000
      0.276736111       6.6416667     498.0773     496.0149      150.0000      600.0000  40.61879  -62.54776   0.033352110  124.1340105    0.0000e+00        0.0000        116.000
      0.277083333       6.6500000     503.9674     502.3122      150.0000      600.0000  39.50968  -60.68155   0.033352110  126.0213058    0.0000e+00        0.0000        116.000
      0.277430556       6.6583333     509.7005     508.4606      150.0000      600.0000  38.36950  -58.88181   0.033352110  127.9051865    0.0000e+00        0.0000        116.000
      0.277777778       6.6666667     515.2720     514.4537      150.0000      600.0000  37.20063  -57.14535   0.033352110  129.7857451    0.0000e+00        0.0000        116.000
      0.278125000       6.6750000     520.6776     520.2854      150.0000      600.0000  36.00531  -55.46895   0.033352110  131.6630767    0.0000e+00        0.0000        116.000
      0.278472222       6.6833333     525.9131     525.9496      150.0000      600.0000  34.78561  -53.84938   0.033352110  133.5372790    0.0000e+00        0.0000        116.000
      0.278819444       6.6916667     530.9745     531.4405      150.0000      600.0000  33.54348  -52.28344   0.033352110  135.4084522    0.0000e+00        0.0000        116.000
      0.279166667       6.7000000     535.8581     536.7527      150.0000      600.0000  32.28069  -50.76798   0.033352110  137.2766989    0.0000e+00        0.0000        116.000
      0.279513889       6.7083333     540.5603     541.8807      150.0000      600.0000  30.99891  -49.29992   0.033352110  139.1421239    0.0000e+00        0.0000        116.000
      0.279861111       6.7166667     545.0777     546.8193      150.0000      600.0000  29.69968  -47.87630   0.033352110  141.0048342    0.0000e+00        0.0000        116.000
      0.280208333       6.7250000     549.4072     551.5637      150.0000      600.0000  28.38444  -46.49422   0.033352110  142.8649390    0.0000e+00        0.0000        116.000
      0.280555556       6.7333333     553.5456     556.1090      150.0000      600.0000  27.05451  -45.15090   0.033352110  144.7225491    0.0000e+00        0.0000        116.000
      0.280902778       6.7416667     557.4902     560.4508      150.0000      600.0000  25.71112  -43.84367   0.033352110  146.5777773    0.0000e+00        0.0000        116.000
      0.281250000       6.7500000     561.2382     564.5848      150.0000      600.0000  24.35541  -42.56997   0.033352110  148.4307382    0.0000e+00        0.0000        116.000
      0.281597222       6.7583333     564.7871     568.5069      150.0000      600.0000  22.98844  -41.32734   0.033352110  150.2815479    0.0000e+00        0.0000        116.000
      0.281944444       6.7666667     568.1346     572.2133      150.0000      600.0000  21.61120  -40.11341   0.033352110  152.1303240    0.0000e+00        0.0000        116.000
      0.282291667       6.7750000     571.2784     575.7003      150.0000      600.0000  20.22462  -38.92593   0.033352110  153.9771855    0.0000e+00        0.0000        116.000
      0.282638889       6.7833333     574.2166     578.9645      150.0000      600.0000  18.82955  -37.76273   0.033352110  155.8222530    0.0000e+00        0.0000        116.000
      0.282986111       6.7916667     576.9472     582.0028      150.0000      600.0000  17.42680  -36.62173   0.033352110  157.6656479    0.0000e+00        0.0000        116.000
      0.283333333       6.8000000     579.4685     584.8121      150.0000      600.0000  16.01713  -35.50093   0.033352110  159.5074930    0.0000e+00        0.0000        116.000
      0.283680556       6.8083333     581.7790     587.3899      150.0000      600.0000  14.60126  -34.39841   0.033352110  161.3479121    0.0000e+00        0.0000        116.000
      0.284027778       6.8166667     583.8771     589.7336      150.0000      600.0000  13.17985  -33.31230   0.033352110  163.1870300    0.0000e+00        0.0000        116.000
      0.284375000       6.8250000     585.7616     591.8409      150.0000      600.0000  11.75355  -32.24081   0.033352110  165.0249721    0.0000e+00        0.0000        116.000
      0.284722222       6.8333333     587.4314     593.7098      150.0000      600.0000  10.32297  -31.18221   0.033352110  166.8618648    0.0000e+00        0.0000        116.000
      0.285069444       6.8416667     588.8853     595.3386      150.0000      600.0000   8.88869  -30.13481   0.033352110  168.6978352    0.0000e+00        0.0000        116.000
      0.285416667       6.8500000     590.1226     596.7257      150.0000      600.0000   7.45126  -29.09697   0.033352110  170.5330109    0.0000e+00        0.0000        116.000
      0.285763889       6.8583333     591.1424     597.8697      150.0000      600.0000   6.01123  -28.06706   0.033352110  172.3675201    0.0000e+00        0.0000        116.000
      0.286111111       6.8666667     591.9442     598.7695      150.0000      600.0000   4.56913  -27.04353   0.033352110  174.2014913    0.0000e+00        0.0000        116.000
      0.286458333       6.8750000     592.5274     599.4243      150.0000      600.0000   3.12545  -26.02481   0.033352110  176.0350534    0.0000e+00        0.0000        116.000
      0.286805556       6.8833333     592.8918     599.8335      150.0000      600.0000   1.68071  -25.00937   0.033352110  177.8683357    0.0000e+00        0.0000        116.000
      0.287152778       6.8916667     593.0371     599.9967      150.0000      600.0000   0.23540  -23.99569   0.033352110  179.7014673    0.0000e+00        0.0000        116.000
      0.287500000       6.9000000     592.9632     599.9137      150.0000      600.0000  -1.20999  -22.98226   0.033352110  181.5345780    0.0000e+00        0.0000        116.000
      0.287847222       6.9083333     592.6701     599.5846      150.0000      600.0000  -2.65497  -21.96756   0.033352110  183.3677969    0.0000e+00        0.0000        116.000
      0.288194444       6.9166667     592.1581     599.0097      150.0000      600.0000  -4.09905  -20.95008   0.033352110  185.2012537    0.0000e+00        0.0000        116.000
      0.288541667       6.9250000     591.4275     598.1896      150.0000      600.0000  -5.54172  -19.92828   0.033352110  187.0350775    0.0000e+00        0.0000        116.000
      0.288888889       6.9333333     590.4786     597.1250      150.0000      600.0000  -6.98248  -18.90063   0.033352110  188.8693973    0.0000e+00        0.0000        116.000
      0.289236111       6.9416667     589.3121     595.8170      150.0000      600.0000  -8.42082  -17.86554   0.033352110  190.7043418    0.0000e+00        0.0000        116.000
      0.289583333       6.9500000     587.9287     594.2668      150.0000      600.0000  -9.85618  -16.82143   0.033352110  192.5400393    0.0000e+00        0.0000        116.000
      0.289930556       6.9583333     586.3291     592.4759      150.0000      600.0000 -11.28804  -15.76667   0.033352110  194.3766177    0.0000e+00        0.0000        116.000
      0.290277778       6.9666667     584.5145     590.4460      150.0000      600.0000 -12.71579  -14.69957   0.033352110  196.2142041    0.0000e+00        0.0000        116.000
      0.290625000       6.9750000     582.4858     588.1791      150.0000      600.0000 -14.13886  -13.61842   0.033352110  198.0529251    0.0000e+00        0.0000        116.000
      0.290972222       6.9833333     580.2443     585.6773      150.0000      600.0000 -15.55661  -12.52144   0.033352110  199.8929066    0.0000e+00        0.0000        116.000
      0.291319444       6.9916667     577.7915     582.9431      150.0000      600.0000 -16.96838  -11.40680   0.033352110  201.7342736    0.0000e+00        0.0000        116.000
      0.291666667       7.0000000     575.1289     579.9791      150.0000      600.0000 -18.37346  -10.27259   0.033352110  203.5771502    0.0000e+00        0.0000        116.000
      0.292013889       7.0083333     572.2581     576.7881      150.0000      600.0000 -19.77112   -9.11685   0.033352110  205.4216595    0.0000e+00        0.0000        116.000
      0.292361111       7.0166667     569.1810     573.3733      150.0000      600.0000 -21.16055   -7.93751   0.033352110  207.2679234    0.0000e+00        0.0000        116.000
      0.292708333       7.0250000     565.8996     569.7380      150.0000      600.0000 -22.54093   -6.73244   0.033352110  209.1160628    0.0000e+00        0.0000        116.000
      0.293055556       7.0333333     562.4161     565.8858      150.0000      600.0000 -23.91135   -5.49941   0.033352110  210.9661971    0.0000e+00        0.0000        116.000
      0.293402778       7.0416667     558.7327     561.8203      150.0000      600.0000 -25.27084   -4.23610   0.033352110  212.8184445    0.0000e+00        0.0000        116.000
      0.293750000       7.0500000     554.8518     557.5458      150.0000      600.0000 -26.61837   -2.94007   0.033352110  214.6729216    0.0000e+00        0.0000        116.000
      0.294097222       7.0583333     550.7763     553.0662      150.0000      600.0000 -27.95282   -1.60879   0.033352110  216.5297434    0.0000e+00        0.0000        116.000
      0.294444444       7.0666667     546.5087     548.3862      150.0000      600.0000 -29.27298   -0.23964   0.033352110  218.3890233    0.0000e+00        0.0000        116.000
      0.294791667       7.0750000     542.0521     543.5103      150.0000      600.0000 -30.57758    1.17015   0.033352110  220.2508729    0.0000e+00        0.0000        116.000
      0.295138889       7.0833333     537.4098     538.4434      150.0000      600.0000 -31.86520    2.62341   0.033352110  222.1154018    0.0000e+00        0.0000        116.000
      0.295486111       7.0916667     532.5848     533.1907      150.0000      600.0000 -33.13435    4.12309   0.033352110  223.9827178    0.0000e+00        0.0000        116.000
      0.295833333       7.1000000     527.5809     527.7573      150.0000      600.0000 -34.38341    5.67225   0.033352110  225.8529264    0.0000e+00        0.0000        116.000
      0.296180556       7.1083333     522.4017     522.1489      150.0000      600.0000 -35.61062    7.27401   0.033352110  227.7261310    0.0000e+00        0.0000        116.000
      0.296527778       7.1166667     517.0511     516.3712      150.0000      600.0000 -36.81410    8.93154   0.033352110  229.6024324    0.0000e+00        0.0000        116.000
      0.296875000       7.1250000     511.5332     510.4300      150.0000      600.0000 -37.99182   10.64808   0.033352110  231.4819294    0.0000e+00        0.0000        116.000
      0.297222222       7.1333333     505.8522     504.3315      150.0000      600.0000 -39.14160   12.42686   0.033352110  233.3647178    0.0000e+00        0.0000        116.000
      0.297569444       7.1416667     500.0128     498.0819      150.0000      600.0000 -40.26111   14.27107   0.033352110  235.2508909    0.0000e+00        0.0000        116.000
      0.297916667       7.1500000     494.0195     491.6879      150.0000      600.0000 -41.34783   16.18384   0.033352110  237.1405393    0.0000e+00        0.0000        116.000
      0.298263889       7.1583333     487.8773     485.1560      150.0000      600.0000 -42.39910   18.16811   0.033352110  239.0337504    0.0000e+00        0.0000        116.000
      0.298611111       7.1666667     481.5913     478.4932      150.0000      600.0000 -43.41208   20.22664   0.033352110  240.9306087    0.0000e+00        0.0000        116.000
      0.298958333       7.1750000     475.1668     471.7065      150.0000      600.0000 -44.38378   22.36186   0.033352110  242.8311956    0.0000e+00        0.0000        116.000
      0.299305556       7.1833333     468.6095     464.8032      150.0000      600.0000 -45.31103   24.57577   0.033352110  244.7355890    0.0000e+00        0.0000        116.000
      0.299652778       7.1916667     461.9251     457.7906      150.0000      600.0000 -46.19055   26.86989   0.033352110  246.6438635    0.0000e+00        0.0000        116.000
      0.300000000       7.2000000     455.1195     450.6763      150.0000      600.0000 -47.01891   29.24504   0.033352110  248.5560900    0.0000e+00        0.0000        116.000
      0.300347222       7.2083333     448.1991     443.4680      150.0000      600.0000 -47.79259   31.70130   0.033352110  250.4723359    0.0000e+00        0.0000        116.000
      0.300694444       7.2166667     441.1704     436.1736      150.0000      600.0000 -48.50804   34.23779   0.033352110  252.3926646    0.0000e+00        0.0000        116.000
      0.301041667       7.2250000     434.0399     428.8011      150.0000      600.0000 -49.16166   36.85263   0.033352110  254.3171356    0.0000e+00        0.0000        116.000
      0.301388889       7.2333333     426.8146     421.3587      150.0000      600.0000 -49.74990   39.54277   0.033352110  256.2458043    0.0000e+00        0.0000        116.000
      0.301736111       7.2416667     419.5016     413.8546      150.0000      600.0000 -50.26931   42.30389   0.033352110  258.1787221    0.0000e+00        0.0000        116.000
      0.302083333       7.2500000     412.1084     406.2973      150.0000      600.0000 -50.71660   45.13041   0.033352110  260.1159357    0.0000e+00        0.0000        116.000
      0.302430556       7.2583333     404.6426     398.6953      150.0000      600.0000 -51.08872   48.01541   0.033352110  262.0574875    0.0000e+00        0.0000        116.000
      0.302777778       7.2666667     397.1119     391.0573      150.0000      600.0000 -51.38293   50.95071   0.033352110  264.0034154    0.0000e+00        0.0000        116.000
      0.303125000       7.2750000     389.5244     383.3919      150.0000      600.0000 -51.59685   53.92699   0.033352110  265.9537525    0.0000e+00        0.0000        116.000
      0.303472222       7.2833333     381.8884     375.7080      150.0000      600.0000 -51.72856   56.93392   0.033352110  267.9085271    0.0000e+00        0.0000        116.000
      0.303819444       7.2916667     374.2124     368.0145      150.0000      600.0000 -51.77663   59.96042   0.033352110  269.8677624    0.0000e+00        0.0000        116.000
      0.304166667       7.3000000     366.5050     360.3204      150.0000      600.0000 -51.74016   62.99491   0.033352110  271.8314768    0.0000e+00        0.0000        116.000
      0.304513889       7.3083333     358.7752     352.6348      150.0000      600.0000 -51.61883   66.02562   0.033352110  273.7996834    0.0000e+00        0.0000        116.000
      0.304861111       7.3166667     351.0320     344.9667      150.0000      600.0000 -51.41286   69.04092   0.033352110  275.7723898    0.0000e+00        0.0000        116.000
      0.305208333       7.3250000     343.2848     337.3253      150.0000      600.0000 -51.12304   72.02959   0.033352110  277.7495987    0.0000e+00        0.0000        116.000
      0.305555556       7.3333333     335.5430     329.7197      150.0000      600.0000 -50.75068   74.98114   0.033352110  279.7313068    0.0000e+00        0.0000        116.000
      0.305902778       7.3416667     327.8162     322.1592      150.0000      600.0000 -50.29757   77.88604   0.033352110  281.7175056    0.0000e+00        0.0000        116.000
      0.306250000       7.3500000     320.1142     314.6529      150.0000      600.0000 -49.76592   80.73587   0.033352110  283.7081809    0.0000e+00        0.0000        116.000
      0.306597222       7.3583333     312.4470     307.2101      150.0000      600.0000 -49.15831   83.52348   0.033352110  285.7033125    0.0000e+00        0.0000        116.000
      0.306944444       7.3666667     304.8246     299.8398      150.0000      600.0000 -48.47757   86.24300   0.033352110  287.7028749    0.0000e+00        0.0000        116.000
      0.307291667       7.3750000     297.2572     292.5513      150.0000      600.0000 -47.72680   88.88990   0.033352110  289.7068363    0.0000e+00        0.0000        116.000
      0.307638889       7.3833333     289.7552     285.3536      150.0000      600.0000 -46.90923   91.46090   0.033352110  291.7151593    0.0000e+00        0.0000        116.000
      0.307986111       7.3916667     282.3289     278.2559      150.0000      600.0000 -46.02817   93.95390   0.033352110  293.7278003    0.0000e+00        0.0000        116.000
      0.308333333       7.4000000     274.9887     271.2670      150.0000      600.0000 -45.08698   96.36789   0.033352110  295.7447099    0.0000e+00        0.0000        116.000
      0.308680556       7.4083333     267.7452     264.3959      150.0000      600.0000 -44.08903   98.70278   0.033352110  297.7658328    0.0000e+00        0.0000        116.000
      0.309027778       7.4166667     260.6089     257.6514      150.0000      600.0000 -43.03761  100.95931   0.033352110  299.7911075    0.0000e+00        0.0000        116.000
      0.309375000       7.4250000     253.5904     251.0422      150.0000      600.0000 -41.93594  103.13891   0.033352110  301.8204667    0.0000e+00        0.0000        116.000
      0.309722222       7.4333333     246.7001     244.5768      150.0000      600.0000 -40.78716  105.24354   0.033352110  303.8538368    0.0000e+00        0.0000        116.000
      0.310069444       7.4416667     239.9486     238.2637      150.0000      600.0000 -39.59426  107.27563   0.033352110  305.8911386    0.0000e+00        0.0000        116.000
      0.310416667       7.4500000     233.3463     232.1111      150.0000      600.0000 -38.36013  109.23793   0.033352110  307.9322869    0.0000e+00        0.0000        116.000
