#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)        Tn_(K)     F10.7_curr
      0.093055556       2.2333333     586.5261     592.6963      150.0000      600.0000  11.12187   37.34744   0.033352109  165.8368242    0.0000e+00        0.0000        116.000
      0.093402778       2.2416667     588.1006     594.4593      150.0000      600.0000   9.68958   38.40088   0.033352109  167.6732936    0.0000e+00        0.0000        116.000
      0.093750000       2.2500000     589.4588     595.9815      150.0000      600.0000   8.25384   39.44386   0.033352109  169.5088971    0.0000e+00        0.0000        116.000
      0.094097222       2.2583333     590.6001     597.2613      150.0000      600.0000   6.81520   40.47800   0.033352109  171.3437624    0.0000e+00        0.0000        116.000
      0.094444444       2.2666667     591.5236     598.2975      150.0000      600.0000   5.37419   41.50490   0.033352109  173.1780180    0.0000e+00        0.0000        116.000
      0.094791667       2.2750000     592.2289     599.0891      150.0000      600.0000   3.93132   42.52611   0.033352109  175.0117925    0.0000e+00        0.0000        116.000
      0.095138889       2.2833333     592.7154     599.6355      150.0000      600.0000   2.48712   43.54319   0.033352109  176.8452149    0.0000e+00        0.0000        116.000
      0.095486111       2.2916667     592.9830     599.9360      150.0000      600.0000   1.04206   44.55767   0.033352109  178.6784147    0.0000e+00        0.0000        116.000
      0.095833333       2.3000000     593.0315     599.9904      150.0000      600.0000  -0.40334   45.57105   0.033352109  180.5115211    0.0000e+00        0.0000        116.000
      0.096180556       2.3083333     592.8607     599.7986      150.0000      600.0000  -1.84861   46.58485   0.033352109  182.3446636    0.0000e+00        0.0000        116.000
      0.096527778       2.3166667     592.4709     599.3609      150.0000      600.0000  -3.29326   47.60059   0.033352109  184.1779717    0.0000e+00        0.0000        116.000
      0.096875000       2.3250000     591.8622     598.6775      150.0000      600.0000  -4.73678   48.61979   0.033352109  186.0115747    0.0000e+00        0.0000        116.000
      0.097222222       2.3333333     591.0351     597.7493      150.0000      600.0000  -6.17867   49.64399   0.033352109  187.8456018    0.0000e+00        0.0000        116.000
      0.097569444       2.3416667     589.9900     596.5770      150.0000      600.0000  -7.61842   50.67473   0.033352109  189.6801818    0.0000e+00        0.0000        116.000
      0.097916667       2.3500000     588.7275     595.1618      150.0000      600.0000  -9.05551   51.71361   0.033352109  191.5154433    0.0000e+00        0.0000        116.000
      0.098263889       2.3583333     587.2485     593.5050      150.0000      600.0000 -10.48939   52.76222   0.033352109  193.3515143    0.0000e+00        0.0000        116.000
      0.098611111       2.3666667     585.5537     591.6083      150.0000      600.0000 -11.91951   53.82223   0.033352109  195.1885225    0.0000e+00        0.0000        116.000
      0.098958333       2.3750000     583.6443     589.4734      150.0000      600.0000 -13.34527   54.89532   0.033352109  197.0265947    0.0000e+00        0.0000        116.000
      0.099305556       2.3833333     581.5214     587.1024      150.0000      600.0000 -14.76607   55.98325   0.033352109  198.8658573    0.0000e+00        0.0000        116.000
      0.099652778       2.3916667     579.1864     584.4976      150.0000      600.0000 -16.18125   57.08780   0.033352109  200.7064357    0.0000e+00        0.0000        116.000
      0.100000000       2.4000000     576.6407     581.6615      150.0000      600.0000 -17.59016   58.21085   0.033352109  202.5484545    0.0000e+00        0.0000        116.000
      0.100347222       2.4083333     573.8859     578.5968      150.0000      600.0000 -18.99205   59.35432   0.033352109  204.3920375    0.0000e+00        0.0000        116.000
      0.100694444       2.4166667     570.9237     575.3065      150.0000      600.0000 -20.38618   60.52024   0.033352109  206.2373071    0.0000e+00        0.0000        116.000
      0.101041667       2.4250000     567.7561     571.7939      150.0000      600.0000 -21.77172   61.71067   0.033352109  208.0843850    0.0000e+00        0.0000        116.000
      0.101388889       2.4333333     564.3851     568.0622      150.0000      600.0000 -23.14781   62.92782   0.033352109  209.9333913    0.0000e+00        0.0000        116.000
      0.101736111       2.4416667     560.8129     564.1153      150.0000      600.0000 -24.51353   64.17394   0.033352109  211.7844449    0.0000e+00        0.0000        116.000
      0.102083333       2.4500000     557.0419     559.9570      150.0000      600.0000 -25.86786   65.45140   0.033352109  213.6376632    0.0000e+00        0.0000        116.000
      0.102430556       2.4583333     553.0747     555.5913      150.0000      600.0000 -27.20975   66.76269   0.033352109  215.4931624    0.0000e+00        0.0000        116.000
      0.102777778       2.4666667     548.9139     551.0226      150.0000      600.0000 -28.53804   68.11037   0.033352109  217.3510565    0.0000e+00        0.0000        116.000
      0.103125000       2.4750000     544.5625     546.2554      150.0000      600.0000 -29.85149   69.49714   0.033352109  219.2114584    0.0000e+00        0.0000        116.000
      0.103472222       2.4833333     540.0234     541.2945      150.0000      600.0000 -31.14876   70.92578   0.033352109  221.0744786    0.0000e+00        0.0000        116.000
      0.103819444       2.4916667     535.2999     536.1448      150.0000      600.0000 -32.42841   72.39918   0.033352109  222.9402260    0.0000e+00        0.0000        116.000
      0.104166667       2.5000000     530.3955     530.8116      150.0000      600.0000 -33.68889   73.92035   0.033352109  224.8088073    0.0000e+00        0.0000        116.000
      0.104513889       2.5083333     525.3136     525.3003      150.0000      600.0000 -34.92852   75.49236   0.033352109  226.6803272    0.0000e+00        0.0000        116.000
      0.104861111       2.5166667     520.0582     519.6163      150.0000      600.0000 -36.14548   77.11837   0.033352109  228.5548879    0.0000e+00        0.0000        116.000
      0.105208333       2.5250000     514.6331     513.7656      150.0000      600.0000 -37.33784   78.80158   0.033352109  230.4325895    0.0000e+00        0.0000        116.000
      0.105555556       2.5333333     509.0426     507.7541      150.0000      600.0000 -38.50350   80.54523   0.033352109  232.3135293    0.0000e+00        0.0000        116.000
      0.105902778       2.5416667     503.2911     501.5881      150.0000      600.0000 -39.64019   82.35253   0.033352109  234.1978020    0.0000e+00        0.0000        116.000
      0.106250000       2.5500000     497.3830     495.2738      150.0000      600.0000 -40.74553   84.22666   0.033352109  236.0854999    0.0000e+00        0.0000        116.000
      0.106597222       2.5583333     491.3233     488.8181      150.0000      600.0000 -41.81692   86.17067   0.033352109  237.9767120    0.0000e+00        0.0000        116.000
      0.106944444       2.5666667     485.1169     482.2275      150.0000      600.0000 -42.85163   88.18744   0.033352109  239.8715246    0.0000e+00        0.0000        116.000
      0.107291667       2.5750000     478.7691     475.5090      150.0000      600.0000 -43.84675   90.27958   0.033352109  241.7700208    0.0000e+00        0.0000        116.000
      0.107638889       2.5833333     472.2852     468.6699      150.0000      600.0000 -44.79921   92.44935   0.033352109  243.6722803    0.0000e+00        0.0000        116.000
      0.107986111       2.5916667     465.6710     461.7173      150.0000      600.0000 -45.70578   94.69856   0.033352109  245.5783798    0.0000e+00        0.0000        116.000
      0.108333333       2.6000000     458.9323     454.6589      150.0000      600.0000 -46.56312   97.02843   0.033352109  247.4883922    0.0000e+00        0.0000        116.000
      0.108680556       2.6083333     452.0752     447.5021      150.0000      600.0000 -47.36775   99.43946   0.033352110  249.4023868    0.0000e+00        0.0000        116.000
      0.109027778       2.6166667     445.1061     440.2547      150.0000      600.0000 -48.11615  101.93134   0.033352110  251.3204293    0.0000e+00        0.0000        116.000
      0.109375000       2.6250000     438.0315     432.9248      150.0000      600.0000 -48.80471  104.50275   0.033352110  253.2425813    0.0000e+00        0.0000        116.000
      0.109722222       2.6333333     430.8583     425.5204      150.0000      600.0000 -49.42987  107.15132   0.033352110  255.1689008    0.0000e+00        0.0000        116.000
      0.110069444       2.6416667     423.5934     418.0497      150.0000      600.0000 -49.98812  109.87343   0.033352110  257.0994411    0.0000e+00        0.0000        116.000
      0.110416667       2.6500000     416.2440     410.5211      150.0000      600.0000 -50.47605  112.66422   0.033352110  259.0342516    0.0000e+00        0.0000        116.000
      0.110763889       2.6583333     408.8178     402.9430      150.0000      600.0000 -50.89048  115.51751   0.033352110  260.9733773    0.0000e+00        0.0000        116.000
      0.111111111       2.6666667     401.3223     395.3240      150.0000      600.0000 -51.22849  118.42582   0.033352110  262.9168586    0.0000e+00        0.0000        116.000
      0.111458333       2.6750000     393.7655     387.6728      150.0000      600.0000 -51.48749  121.38044   0.033352110  264.8647311    0.0000e+00        0.0000        116.000
      0.111805556       2.6833333     386.1555     379.9981      150.0000      600.0000 -51.66529  124.37159   0.033352110  266.8170260    0.0000e+00        0.0000        116.000
      0.112152778       2.6916667     378.5008     372.3089      150.0000      600.0000 -51.76018  127.38857   0.033352110  268.7737692    0.0000e+00        0.0000        116.000
      0.112500000       2.7000000     370.8098     364.6140      150.0000      600.0000 -51.77097  130.42005   0.033352110  270.7349819    0.0000e+00        0.0000        116.000
      0.112847222       2.7083333     363.0914     356.9226      150.0000      600.0000 -51.69701  133.45432   0.033352110  272.7006801    0.0000e+00        0.0000        116.000
      0.113194444       2.7166667     355.3546     349.2435      150.0000      600.0000 -51.53821  136.47963   0.033352110  274.6708745    0.0000e+00        0.0000        116.000
      0.113541667       2.7250000     347.6085     341.5861      150.0000      600.0000 -51.29506  139.48451   0.033352110  276.6455706    0.0000e+00        0.0000        116.000
      0.113888889       2.7333333     339.8624     333.9594      150.0000      600.0000 -50.96858  142.45802   0.033352110  278.6247683    0.0000e+00        0.0000        116.000
      0.114236111       2.7416667     332.1261     326.3726      150.0000      600.0000 -50.56029  145.39007   0.033352110  280.6084623    0.0000e+00        0.0000        116.000
      0.114583333       2.7500000     324.4090     318.8349      150.0000      600.0000 -50.07218  148.27160   0.033352110  282.5966414    0.0000e+00        0.0000        116.000
      0.114930556       2.7583333     316.7212     311.3555      150.0000      600.0000 -49.50662  151.09474   0.033352110  284.5892887    0.0000e+00        0.0000        116.000
      0.115277778       2.7666667     309.0725     303.9436      150.0000      600.0000 -48.86632  153.85290   0.033352110  286.5863819    0.0000e+00        0.0000        116.000
      0.115625000       2.7750000     301.4732     296.6084      150.0000      600.0000 -48.15425  156.54081   0.033352110  288.5878924    0.0000e+00        0.0000        116.000
      0.115972222       2.7833333     293.9334     289.3589      150.0000      600.0000 -47.37356  159.15451   0.033352110  290.5937862    0.0000e+00        0.0000        116.000
      0.116319444       2.7916667     286.4636     282.2043      150.0000      600.0000 -46.52751  161.69123   0.033352110  292.6040230    0.0000e+00        0.0000        116.000
      0.116666667       2.8000000     279.0740     275.1536      150.0000      600.0000 -45.61947  164.14938   0.033352110  294.6185568    0.0000e+00        0.0000        116.000
      0.117013889       2.8083333     271.7753     268.2157      150.0000      600.0000 -44.65279  166.52838   0.033352110  296.6373354    0.0000e+00        0.0000        116.000
      0.117361111       2.8166667     264.5779     261.3994      150.0000      600.0000 -43.63080  168.82851   0.033352110  298.6603010    0.0000e+00        0.0000        116.000
      0.117708333       2.8250000     257.4923     254.7136      150.0000      600.0000 -42.55678  171.05083   0.033352110  300.6873892    0.0000e+00        0.0000        116.000
      0.118055556       2.8333333     250.5291     248.1669      150.0000      600.0000 -41.43392  173.19703   0.033352110  302.7185302    0.0000e+00        0.0000        116.000
      0.118402778       2.8416667     243.6989     241.7678      150.0000      600.0000 -40.26528  175.26928   0.033352110  304.7536479    0.0000e+00        0.0000        116.000
      0.118750000       2.8500000     237.0120     235.5246      150.0000      600.0000 -39.05382  177.27017   0.033352110  306.7926604    0.0000e+00        0.0000        116.000
      0.119097222       2.8583333     230.4790     229.4456      150.0000      600.0000 -37.80234  179.20257   0.033352110  308.8354797    0.0000e+00        0.0000        116.000
      0.119444444       2.8666667     224.1101     223.5387      150.0000      600.0000 -36.51355 -178.93045   0.033352110  310.8820122    0.0000e+00        0.0000        116.000
      0.119791667       2.8750000     217.9155     217.8119      150.0000      600.0000 -35.18997 -177.12565   0.033352110  312.9321586    0.0000e+00        0.0000        116.000
      0.120138889       2.8833333     211.9052     212.2729      150.0000      600.0000 -33.83402 -175.37975   0.033352110  314.9858136    0.0000e+00        0.0000        116.000
      0.120486111       2.8916667     206.0892     206.9289      150.0000      600.0000 -32.44797 -173.68942   0.033352110  317.0428666    0.0000e+00        0.0000        116.000
      0.120833333       2.9000000     200.4771     201.7873      150.0000      600.0000 -31.03397 -172.05133   0.033352110  319.1032015    0.0000e+00        0.0000        116.000
      0.121180556       2.9083333     195.0784     196.8550      150.0000      600.0000 -29.59406 -170.46220   0.033352110  321.1666969    0.0000e+00        0.0000        116.000
      0.121527778       2.9166667     189.9022     192.1387      150.0000      600.0000 -28.13014 -168.91880   0.033352110  323.2332262    0.0000e+00        0.0000        116.000
      0.121875000       2.9250000     184.9574     187.6449      150.0000      600.0000 -26.64404 -167.41798   0.033352109  325.3026576    0.0000e+00        0.0000        116.000
      0.122222222       2.9333333     180.2528     183.3797      150.0000      600.0000 -25.13746 -165.95669   0.033352109  327.3748548    0.0000e+00        0.0000        116.000
      0.122569444       2.9416667     175.7964     179.3491      150.0000      600.0000 -23.61205 -164.53195   0.033352109  329.4496765    0.0000e+00        0.0000        116.000
      0.122916667       2.9500000     171.5963     175.5586      150.0000      600.0000 -22.06934 -163.14088   0.033352109  331.5269773    0.0000e+00        0.0000        116.000
      0.123263889       2.9583333     167.6600     172.0134      150.0000      600.0000 -20.51081 -161.78070   0.033352109  333.6066072    0.0000e+00        0.0000        116.000
      0.123611111       2.9666667     163.9945     168.7186      150.0000      600.0000 -18.93787 -160.44873   0.033352109  335.6884125    0.0000e+00        0.0000        116.000
      0.123958333       2.9750000     160.6065     165.6786      150.0000      600.0000 -17.35185 -159.14237   0.033352109  337.7722354    0.0000e+00        0.0000        116.000
      0.124305556       2.9833333     157.5023     162.8978      150.0000      600.0000 -15.75406 -157.85912   0.033352109  339.8579149    0.0000e+00        0.0000        116.000
      0.124652778       2.9916667     154.6875     160.3801      150.0000      600.0000 -14.14573 -156.59654   0.033352109  341.9452865    0.0000e+00        0.0000        116.000
      0.125000000       3.0000000     152.1674     158.1290      150.0000      600.0000 -12.52807 -155.35228   0.033352109  344.0341829    0.0000e+00        0.0000        116.000
      0.125347222       3.0083333     149.9466     156.1477      150.0000      600.0000 -10.90225 -154.12406   0.033352109  346.1244339    0.0000e+00        0.0000        116.000
      0.125694444       3.0166667     148.0294     154.4390      150.0000      600.0000  -9.26939 -152.90965   0.033352109  348.2158670    0.0000e+00        0.0000        116.000
      0.126041667       3.0250000     146.4193     153.0053      150.0000      600.0000  -7.63060 -151.70687   0.033352109  350.3083075    0.0000e+00        0.0000        116.000
      0.126388889       3.0333333     145.1194     151.8487      150.0000      600.0000  -5.98698 -150.51359   0.033352109  352.4015791    0.0000e+00        0.0000        116.000
      0.126736111       3.0416667     144.1321     150.9707      150.0000      600.0000  -4.33957 -149.32772   0.033352109  354.4955038    0.0000e+00        0.0000        116.000
      0.127083333       3.0500000     143.4594     150.3727      150.0000      600.0000  -2.68944 -148.14720   0.033352109  356.5899024    0.0000e+00        0.0000        116.000
      0.127430556       3.0583333     143.1024     150.0555      150.0000      600.0000  -1.03763 -146.96998   0.033352109  358.6845950    0.0000e+00        0.0000        116.000
      0.127777778       3.0666667     143.0619     150.0195      150.0000      600.0000   0.61483 -145.79403   0.033352109    0.7794011    0.0000e+00        0.0000        116.000
      0.128125000       3.0750000     143.3379     150.2648      150.0000      600.0000   2.26691 -144.61733   0.033352109    2.8741399    0.0000e+00        0.0000        116.000
      0.128472222       3.0833333     143.9300     150.7910      150.0000      600.0000   3.91757 -143.43785   0.033352109    4.9686309    0.0000e+00        0.0000        116.000
      0.128819444       3.0916667     144.8370     151.5974      150.0000      600.0000   5.56577 -142.25354   0.033352109    7.0626940    0.0000e+00        0.0000        116.000
      0.129166667       3.1000000     146.0571     152.6829      150.0000      600.0000   7.21046 -141.06236   0.033352109    9.1561496    0.0000e+00        0.0000        116.000
      0.129513889       3.1083333     147.5881     154.0459      150.0000      600.0000   8.85059 -139.86221   0.033352109   11.2488197    0.0000e+00        0.0000        116.000
      0.129861111       3.1166667     149.4270     155.6844      150.0000      600.0000  10.48507 -138.65098   0.033352109   13.3405273    0.0000e+00        0.0000        116.000
      0.130208333       3.1250000     151.5705     157.5962      150.0000      600.0000  12.11280 -137.42650   0.033352109   15.4310973    0.0000e+00        0.0000        116.000
      0.130555556       3.1333333     154.0144     159.7786      150.0000      600.0000  13.73265 -136.18656   0.033352109   17.5203565    0.0000e+00        0.0000        116.000
      0.130902778       3.1416667     156.7543     162.2284      150.0000      600.0000  15.34348 -134.92889   0.033352109   19.6081344    0.0000e+00        0.0000        116.000
      0.131250000       3.1500000     159.7850     164.9422      150.0000      600.0000  16.94409 -133.65116   0.033352109   21.6942626    0.0000e+00        0.0000        116.000
      0.131597222       3.1583333     163.1009     167.9163      150.0000      600.0000  18.53324 -132.35095   0.033352109   23.7785761    0.0000e+00        0.0000        116.000
      0.131944444       3.1666667     166.6960     171.1463      150.0000      600.0000  20.10965 -131.02577   0.033352109   25.8609128    0.0000e+00        0.0000        116.000
      0.132291667       3.1750000     170.5637     174.6279      150.0000      600.0000  21.67200 -129.67307   0.033352109   27.9411141    0.0000e+00        0.0000        116.000
      0.132638889       3.1833333     174.6970     178.3561      150.0000      600.0000  23.21890 -128.29016   0.033352109   30.0190253    0.0000e+00        0.0000        116.000
      0.132986111       3.1916667     179.0885     182.3258      150.0000      600.0000  24.74888 -126.87430   0.033352109   32.0944954    0.0000e+00        0.0000        116.000
      0.133333333       3.2000000     183.7304     186.5315      150.0000      600.0000  26.26043 -125.42264   0.033352109   34.1673778    0.0000e+00        0.0000        116.000
      0.133680556       3.2083333     188.6146     190.9674      150.0000      600.0000  27.75193 -123.93223   0.033352109   36.2375301    0.0000e+00        0.0000        116.000
      0.134027778       3.2166667     193.7324     195.6274      150.0000      600.0000  29.22169 -122.40002   0.033352109   38.3048146    0.0000e+00        0.0000        116.000
      0.134375000       3.2250000     199.0750     200.5050      150.0000      600.0000  30.66792 -120.82290   0.033352109   40.3690986    0.0000e+00        0.0000        116.000
      0.134722222       3.2333333     204.6334     205.5937      150.0000      600.0000  32.08874 -119.19764   0.033352109   42.4302540    0.0000e+00        0.0000        116.000
      0.135069444       3.2416667     210.3982     210.8866      150.0000      600.0000  33.48214 -117.52099   0.033352109   44.4881580    0.0000e+00        0.0000        116.000
      0.135416667       3.2500000     216.3597     216.3765      150.0000      600.0000  34.84601 -115.78963   0.033352109   46.5426933    0.0000e+00        0.0000        116.000
      0.135763889       3.2583333     222.5080     222.0559      150.0000      600.0000  36.17809 -114.00022   0.033352109   48.5937476    0.0000e+00        0.0000        116.000
      0.136111111       3.2666667     228.8333     227.9174      150.0000      600.0000  37.47602 -112.14946   0.033352109   50.6412145    0.0000e+00        0.0000        116.000
      0.136458333       3.2750000     235.3254     233.9532      150.0000      600.0000  38.73730 -110.23410   0.033352109   52.6849931    0.0000e+00        0.0000        116.000
      0.136805556       3.2833333     241.9738     240.1551      150.0000      600.0000  39.95926 -108.25102   0.033352109   54.7249883    0.0000e+00        0.0000        116.000
      0.137152778       3.2916667     248.7684     246.5151      150.0000      600.0000  41.13913 -106.19728   0.033352109   56.7611106    0.0000e+00        0.0000        116.000
      0.137500000       3.3000000     255.6985     253.0249      150.0000      600.0000  42.27400 -104.07023   0.033352109   58.7932766    0.0000e+00        0.0000        116.000
      0.137847222       3.3083333     262.7538     259.6759      150.0000      600.0000  43.36081 -101.86757   0.033352109   60.8214088    0.0000e+00        0.0000        116.000
      0.138194444       3.3166667     269.9236     266.4596      150.0000      600.0000  44.39642  -99.58747   0.033352109   62.8454355    0.0000e+00        0.0000        116.000
      0.138541667       3.3250000     277.1974     273.3672      150.0000      600.0000  45.37757  -97.22872   0.033352109   64.8652913    0.0000e+00        0.0000        116.000
      0.138888889       3.3333333     284.5647     280.3899      150.0000      600.0000  46.30094  -94.79080   0.033352109   66.8809164    0.0000e+00        0.0000        116.000
      0.139236111       3.3416667     292.0150     287.5188      150.0000      600.0000  47.16316  -92.27407   0.033352109   68.8922574    0.0000e+00        0.0000        116.000
      0.139583333       3.3500000     299.5379     294.7449      150.0000      600.0000  47.96090  -89.67986   0.033352109   70.8992665    0.0000e+00        0.0000        116.000
      0.139930556       3.3583333     307.1229     302.0591      150.0000      600.0000  48.69083  -87.01061   0.033352109   72.9019021    0.0000e+00        0.0000        116.000
      0.140277778       3.3666667     314.7599     309.4522      150.0000      600.0000  49.34979  -84.26998   0.033352109   74.9001285    0.0000e+00        0.0000        116.000
      0.140625000       3.3750000     322.4387     316.9152      150.0000      600.0000  49.93474  -81.46289   0.033352109   76.8939158    0.0000e+00        0.0000        116.000
      0.140972222       3.3833333     330.1492     324.4389      150.0000      600.0000  50.44290  -78.59560   0.033352109   78.8832400    0.0000e+00        0.0000        116.000
      0.141319444       3.3916667     337.8816     332.0140      150.0000      600.0000  50.87182  -75.67566   0.033352109   80.8680829    0.0000e+00        0.0000        116.000
      0.141666667       3.4000000     345.6261     339.6313      150.0000      600.0000  51.21940  -72.71183   0.033352109   82.8484319    0.0000e+00        0.0000        116.000
      0.142013889       3.4083333     353.3730     347.2818      150.0000      600.0000  51.48400  -69.71397   0.033352109   84.8242801    0.0000e+00        0.0000        116.000
      0.142361111       3.4166667     361.1131     354.9561      150.0000      600.0000  51.66444  -66.69281   0.033352109   86.7956261    0.0000e+00        0.0000        116.000
      0.142708333       3.4250000     368.8371     362.6453      150.0000      600.0000  51.76013  -63.65972   0.033352109   88.7624739    0.0000e+00        0.0000        116.000
      0.143055556       3.4333333     376.5360     370.3401      150.0000      600.0000  51.77098  -60.62640   0.033352109   90.7248330    0.0000e+00        0.0000        116.000
      0.143402778       3.4416667     384.2008     378.0317      150.0000      600.0000  51.69752  -57.60462   0.033352109   92.6827181    0.0000e+00        0.0000        116.000
      0.143750000       3.4500000     391.8230     385.7109      150.0000      600.0000  51.54079  -54.60581   0.033352109   94.6361488    0.0000e+00        0.0000        116.000
      0.144097222       3.4583333     399.3942     393.3689      150.0000      600.0000  51.30238  -51.64087   0.033352109   96.5851502    0.0000e+00        0.0000        116.000
      0.144444444       3.4666667     406.9062     400.9970      150.0000      600.0000  50.98436  -48.71984   0.033352109   98.5297519    0.0000e+00        0.0000        116.000
      0.144791667       3.4750000     414.3509     408.5864      150.0000      600.0000  50.58921  -45.85171   0.033352109  100.4699884    0.0000e+00        0.0000        116.000
      0.145138889       3.4833333     421.7206     416.1285      150.0000      600.0000  50.11979  -43.04428   0.033352109  102.4058990    0.0000e+00        0.0000        116.000
      0.145486111       3.4916667     429.0078     423.6148      150.0000      600.0000  49.57922  -40.30408   0.033352109  104.3375274    0.0000e+00        0.0000        116.000
      0.145833333       3.5000000     436.2052     431.0370      150.0000      600.0000  48.97085  -37.63631   0.033352109  106.2649220    0.0000e+00        0.0000        116.000
      0.146180556       3.5083333     443.3057     438.3867      150.0000      600.0000  48.29817  -35.04488   0.033352109  108.1881350    0.0000e+00        0.0000        116.000
      0.146527778       3.5166667     450.3024     445.6559      150.0000      600.0000  47.56475  -32.53248   0.033352109  110.1072234    0.0000e+00        0.0000        116.000
      0.146875000       3.5250000     457.1887     452.8367      150.0000      600.0000  46.77416  -30.10069   0.033352109  112.0222476    0.0000e+00        0.0000        116.000
      0.147222222       3.5333333     463.9583     459.9210      150.0000      600.0000  45.92997  -27.75008   0.033352109  113.9332725    0.0000e+00        0.0000        116.000
      0.147569444       3.5416667     470.6050     466.9014      150.0000      600.0000  45.03567  -25.48032   0.033352109  115.8403664    0.0000e+00        0.0000        116.000
      0.147916667       3.5500000     477.1227     473.7703      150.0000      600.0000  44.09465  -23.29037   0.033352109  117.7436013    0.0000e+00        0.0000        116.000
      0.148263889       3.5583333     483.5059     480.5203      150.0000      600.0000  43.11015  -21.17856   0.033352109  119.6430530    0.0000e+00        0.0000        116.000
      0.148611111       3.5666667     489.7490     487.1443      150.0000      600.0000  42.08529  -19.14275   0.033352109  121.5388004    0.0000e+00        0.0000        116.000
      0.148958333       3.5750000     495.8467     493.6352      150.0000      600.0000  41.02301  -17.18039   0.033352109  123.4309257    0.0000e+00        0.0000        116.000
      0.149305556       3.5833333     501.7941     499.9862      150.0000      600.0000  39.92611  -15.28866   0.033352109  125.3195144    0.0000e+00        0.0000        116.000
      0.149652778       3.5916667     507.5861     506.1908      150.0000      600.0000  38.79720  -13.46456   0.033352109  127.2046549    0.0000e+00        0.0000        116.000
      0.150000000       3.6000000     513.2182     512.2424      150.0000      600.0000  37.63873  -11.70493   0.033352109  129.0864386    0.0000e+00        0.0000        116.000
      0.150347222       3.6083333     518.6860     518.1349      150.0000      600.0000  36.45300  -10.00656   0.033352109  130.9649596    0.0000e+00        0.0000        116.000
      0.150694444       3.6166667     523.9853     523.8621      150.0000      600.0000  35.24214   -8.36622   0.033352109  132.8403145    0.0000e+00        0.0000        116.000
      0.151041667       3.6250000     529.1119     529.4181      150.0000      600.0000  34.00814   -6.78070   0.033352109  134.7126029    0.0000e+00        0.0000        116.000
      0.151388889       3.6333333     534.0621     534.7975      150.0000      600.0000  32.75283   -5.24682   0.033352109  136.5819263    0.0000e+00        0.0000        116.000
      0.151736111       3.6416667     538.8322     539.9946      150.0000      600.0000  31.47793   -3.76148   0.033352109  138.4483887    0.0000e+00        0.0000        116.000
      0.152083333       3.6500000     543.4188     545.0043      150.0000      600.0000  30.18502   -2.32167   0.033352109  140.3120965    0.0000e+00        0.0000        116.000
      0.152430556       3.6583333     547.8185     549.8215      150.0000      600.0000  28.87558   -0.92446   0.033352109  142.1731578    0.0000e+00        0.0000        116.000
      0.152777778       3.6666667     552.0284     554.4414      150.0000      600.0000  27.55097    0.43297   0.033352109  144.0316830    0.0000e+00        0.0000        116.000
      0.153125000       3.6750000     556.0454     558.8594      150.0000      600.0000  26.21245    1.75332   0.033352109  145.8877841    0.0000e+00        0.0000        116.000
      0.153472222       3.6833333     559.8668     563.0713      150.0000      600.0000  24.86119    3.03920   0.033352109  147.7415751    0.0000e+00        0.0000        116.000
      0.153819444       3.6916667     563.4901     567.0727      150.0000      600.0000  23.49829    4.29311   0.033352109  149.5931715    0.0000e+00        0.0000        116.000
      0.154166667       3.7000000     566.9128     570.8597      150.0000      600.0000  22.12476    5.51745   0.033352109  151.4426904    0.0000e+00        0.0000        116.000
      0.154513889       3.7083333     570.1326     574.4287      150.0000      600.0000  20.74155    6.71451   0.033352109  153.2902503    0.0000e+00        0.0000        116.000
      0.154861111       3.7166667     573.1476     577.7762      150.0000      600.0000  19.34954    7.88649   0.033352109  155.1359711    0.0000e+00        0.0000        116.000
      0.155208333       3.7250000     575.9556     580.8989      150.0000      600.0000  17.94956    9.03551   0.033352109  156.9799741    0.0000e+00        0.0000        116.000
      0.155555556       3.7333333     578.5550     583.7938      150.0000      600.0000  16.54238   10.16360   0.033352109  158.8223814    0.0000e+00        0.0000        116.000
      0.155902778       3.7416667     580.9441     586.4580      150.0000      600.0000  15.12874   11.27271   0.033352109  160.6633165    0.0000e+00        0.0000        116.000
      0.156250000       3.7500000     583.1214     588.8891      150.0000      600.0000  13.70931   12.36471   0.033352109  162.5029039    0.0000e+00        0.0000        116.000
      0.156597222       3.7583333     585.0855     591.0846      150.0000      600.0000  12.28476   13.44143   0.033352109  164.3412687    0.0000e+00        0.0000        116.000
      0.156944444       3.7666667     586.8353     593.0425      150.0000      600.0000  10.85570   14.50463   0.033352109  166.1785371    0.0000e+00        0.0000        116.000
      0.157291667       3.7750000     588.3696     594.7608      150.0000      600.0000   9.42273   15.55600   0.033352109  168.0148358    0.0000e+00        0.0000        116.000
      0.157638889       3.7833333     589.6876     596.2379      150.0000      600.0000   7.98641   16.59721   0.033352109  169.8502922    0.0000e+00        0.0000        116.000
      0.157986111       3.7916667     590.7884     597.4725      150.0000      600.0000   6.54729   17.62988   0.033352109  171.6850344    0.0000e+00        0.0000        116.000
      0.158333333       3.8000000     591.6714     598.4633      150.0000      600.0000   5.10589   18.65560   0.033352109  173.5191907    0.0000e+00        0.0000        116.000
      0.158680556       3.8083333     592.3360     599.2094      150.0000      600.0000   3.66274   19.67593   0.033352109  175.3528899    0.0000e+00        0.0000        116.000
